,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
14350,Thomas/021011.cha,CHI,mend your flower there.,0.0,,34
14351,Thomas/021011.cha,CAR,oh that's good.,,,34
14352,Thomas/021011.cha,CAR,he has put the fire out has he?,,,34
14353,Thomas/021011.cha,CHI,yes.,,,34
14354,Thomas/021011.cha,CAR,I hope this iron isn't making a nuisance with the noise.,,,34
14355,Thomas/021011.cha,CAR,it has gone a bit noisy now hasn't it?,,,34
14356,Thomas/021011.cha,CAR,can you hear it?,,,34
14357,Thomas/021011.cha,CHI,yes.,,,34
14358,Thomas/021011.cha,CAR,can you?,,,34
14359,Thomas/021011.cha,CAR,"is the noise annoying you, Thomas?",,,34
14360,Thomas/021011.cha,CAR,you've put your hands over your ears.,,,34
14361,Thomas/021011.cha,CAR,does that mean it is?,,,34
14362,Thomas/021011.cha,CHI,you a fire.,-1.0,verb,34
14363,Thomas/021011.cha,CHI,you're fire there.,-1.0,"verb, determiner",34
14364,Thomas/021011.cha,CHI,fire on there.,-1.0,"determiner, verb",34
14365,Thomas/021011.cha,CAR,I've got a fire there have I?,,,34
14366,Thomas/021011.cha,CHI,yes.,,,34
14367,Thomas/021011.cha,CHI,fireman has gone.,-1.0,determiner,34
14368,Thomas/021011.cha,CHI,nee nah nee nah.,0.0,,34
14369,Thomas/021011.cha,CHI,stop.,,,34
14370,Thomas/021011.cha,CAR,did you get wet then?,,,34
14371,Thomas/021011.cha,CHI,yes.,,,34
14372,Thomas/021011.cha,CAR,Mummy pressed the spray button on the iron didn't she?,,,34
14373,Thomas/021011.cha,CAR,did you get wet?,,,34
14374,Thomas/021011.cha,CHI,yes.,,,34
14375,Thomas/021011.cha,CAR,I'm terribly sorry.,,,34
14376,Thomas/021011.cha,CHI,nee nah.,0.0,,34
14377,Thomas/021011.cha,CHI,I put I put a fire out.,1.0,,34
14378,Thomas/021011.cha,CAR,"it does take more help to put the fire out, Thomas.",,,34
14379,Thomas/021011.cha,CAR,the more water there is.,,,34
14380,Thomas/021011.cha,CHI,it has gone out.,1.0,,34
14381,Thomas/021011.cha,CHI,help.,,,34
14382,Thomas/021011.cha,CHI,it's it's better.,1.0,,34
14383,Thomas/021011.cha,CAR,is it?,,,34
14384,Thomas/021011.cha,CAR,the fire's better.,,,34
14385,Thomas/021011.cha,CHI,yes.,,,34
14386,Thomas/021011.cha,CAR,good good good.,,,34
14387,Thomas/021011.cha,CHI,no smoke.,0.0,,34
14388,Thomas/021011.cha,CHI,that's the fire engines now.,1.0,,34
14389,Thomas/021011.cha,CAR,all the engines are parked up.,,,34
14390,Thomas/021011.cha,CAR,are they all at the fire station?,,,34
14391,Thomas/021011.cha,CHI,your fire on there.,-1.0,verb,34
