,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
8828,Thomas/021005.cha,CAR,it says.,,,34
8829,Thomas/021005.cha,CAR,dear Thomas.,,,34
8830,Thomas/021005.cha,CAR,will you come to my party.,,,34
8831,Thomas/021005.cha,CAR,on the twenty third of February between two and four.,,,34
8832,Thomas/021005.cha,CAR,from Charlotte.,,,34
8833,Thomas/021005.cha,CAR,r s v p.,,,34
8834,Thomas/021005.cha,CAR,and it gives her phone number.,,,34
8835,Thomas/021005.cha,CAR,oh look.,,,34
8836,Thomas/021005.cha,CAR,and there's a nice little bit at the bottom.,,,34
8837,Thomas/021005.cha,CAR,because it says.,,,34
8838,Thomas/021005.cha,CAR,I will or will not be able to come to your party.,,,34
8839,Thomas/021005.cha,CAR,so we can write dear Charlotte from Thomas.,,,34
8840,Thomas/021005.cha,CHI,that's Mummy.,1.0,,34
8841,Thomas/021005.cha,CAR,is it?,,,34
8842,Thomas/021005.cha,CHI,yeah.,,,34
8843,Thomas/021005.cha,CAR,let's just see what.,,,34
8844,Thomas/021005.cha,CHI,that's Thomas.,1.0,,34
8845,Thomas/021005.cha,CAR,is it?,,,34
8846,Thomas/021005.cha,CAR,let's just see what day the twenty third is.,,,34
8847,Thomas/021005.cha,CHI,twenty third is Christmas.,-1.0,determiner,34
8848,Thomas/021005.cha,CAR,no.,,,34
8849,Thomas/021005.cha,CAR,twenty third of February isn't Christmas.,,,34
8850,Thomas/021005.cha,CAR,the twenty fifth of December is Christmas.,,,34
8851,Thomas/021005.cha,CAR,right.,,,34
8852,Thomas/021005.cha,CAR,let's get the calendar out.,,,34
8853,Thomas/021005.cha,CAR,twenty third.,,,34
8854,Thomas/021005.cha,CAR,oh no.,,,34
8855,Thomas/021005.cha,CAR,it's a Wednesday.,,,34
8856,Thomas/021005.cha,CAR,Mummy works on Wednesdays.,,,34
8857,Thomas/021005.cha,CAR,oh dear dear.,,,34
8858,Thomas/021005.cha,CAR,twenty third of February.,,,34
8859,Thomas/021005.cha,CAR,well perhaps Mummy can swap her day of work.,,,34
8860,Thomas/021005.cha,CAR,how about that?,,,34
8861,Thomas/021005.cha,CHI,yes?,,,34
8862,Thomas/021005.cha,CAR,shall Mummy try and go to work on Thursday.,,,34
8863,Thomas/021005.cha,CHI,it's Thursday now.,1.0,,34
8864,Thomas/021005.cha,CAR,we'll try Mummy try and swap her day of work so you can go to a party.,,,34
8865,Thomas/021005.cha,CAR,perhaps she's having it on a Wednesday because she knows I'm at work and we can't go.,,,34
8866,Thomas/021005.cha,CAR,so we'll teach her.,,,34
8867,Thomas/021005.cha,CHI,bang your head.,0.0,,34
8868,Thomas/021005.cha,CHI,bang your head.,0.0,,34
8869,Thomas/021005.cha,CAR,did we?,,,34
8870,Thomas/021005.cha,CAR,right.,,,34
8871,Thomas/021005.cha,CAR,shall we write that on the calendar then?,,,34
8872,Thomas/021005.cha,CHI,no.,,,34
8873,Thomas/021005.cha,CAR,no?,,,34
8874,Thomas/021005.cha,CAR,I'd like to.,,,34
8875,Thomas/021005.cha,CHI,I want a chocolate.,1.0,,34
8876,Thomas/021005.cha,CHI,a Sister Eileen chocolate.,1.0,,34
8877,Thomas/021005.cha,CAR,you'd like a Sister Eileen chocolate would you?,,,34
8878,Thomas/021005.cha,CHI,yes please.,1.0,,34
8879,Thomas/021005.cha,CAR,well I'm going to write this on the calendar.,,,34
8880,Thomas/021005.cha,CHI,you've eaten Sister Eileen chocolates?,0.0,,34
8881,Thomas/021005.cha,CAR,well I haven't eaten them all.,,,34
8882,Thomas/021005.cha,CAR,no.,,,34
8883,Thomas/021005.cha,CAR,Charlotte's.,,,34
8884,Thomas/021005.cha,CHI,twenty three.,1.0,,34
8885,Thomas/021005.cha,CAR,Charlotte's twenty three?,,,34
8886,Thomas/021005.cha,CAR,Charlotte's second birthday.,,,34
8887,Thomas/021005.cha,CAR,and I shall just write underneath party two to four o'clock p m.,,,34
8888,Thomas/021005.cha,CAR,and I'll see tomorrow when I go into work if I can.,,,34
8889,Thomas/021005.cha,CHI,where has Purdie gone?,1.0,,34
8890,Thomas/021005.cha,CHI,alter my day of work.,0.0,,34
8891,Thomas/021005.cha,CAR,where's Purdie?,,,34
8892,Thomas/021005.cha,CAR,she's sitting under my chair.,,,34
8893,Thomas/021005.cha,CAR,now listen.,,,34
8894,Thomas/021005.cha,CAR,we forgot Lyn's birthday and that was in January.,,,34
8895,Thomas/021005.cha,CAR,on the twelfth of January.,,,34
8896,Thomas/021005.cha,CAR,so while we've got the calendar out shall we write there.,,,34
8897,Thomas/021005.cha,CAR,that was a Wednesday as well.,,,34
8898,Thomas/021005.cha,CAR,Lyn's.,,,34
8899,Thomas/021005.cha,CHI,Charlotte's birthday.,0.0,,34
8900,Thomas/021005.cha,CHI,yeah.,,,34
8901,Thomas/021005.cha,CAR,birthday.,,,34
8902,Thomas/021005.cha,CAR,but Lyn didn't have a party did she?,,,34
8903,Thomas/021005.cha,CAR,there.,,,34
8904,Thomas/021005.cha,CAR,and that sounds very nice.,,,34
8905,Thomas/021005.cha,CHI,get my train man.,0.0,,34
8906,Thomas/021005.cha,CAR,"you ready for lunch now, Thomas?",,,34
8907,Thomas/021005.cha,CHI,where's my train man?,1.0,,34
8908,Thomas/021005.cha,CHI,Mummy.,,,34
8909,Thomas/021005.cha,CHI,I train man.,-1.0,determiner,34
8910,Thomas/021005.cha,CAR,you're a train man?,,,34
8911,Thomas/021005.cha,CHI,yeah.,,,34
8912,Thomas/021005.cha,CHI,on the station platform.,0.0,,34
8913,Thomas/021005.cha,CAR,are you?,,,34
8914,Thomas/021005.cha,CHI,yeah.,,,34
8915,Thomas/021005.cha,CAR,what're you doing on the station platform?,,,34
8916,Thomas/021005.cha,CHI,I not drawing.,-1.0,present_progressive,34
8917,Thomas/021005.cha,CHI,I ride round in my engine all up.,-1.0,"preposition, other",34
8918,Thomas/021005.cha,CHI,it's James.,1.0,,34
8919,Thomas/021005.cha,CHI,my James's driver.,-1.0,determiner,34
8920,Thomas/021005.cha,CAR,oh you're James's driver are you?,,,34
8921,Thomas/021005.cha,CHI,yeah.,,,34
8922,Thomas/021005.cha,CAR,right.,,,34
8923,Thomas/021005.cha,CHI,yes it is James there.,1.0,,34
8924,Thomas/021005.cha,CHI,I'm coming you're coming you.,-1.0,other,34
8925,Thomas/021005.cha,CAR,pardon?,,,34
8926,Thomas/021005.cha,CHI,not no no.,0.0,,34
8927,Thomas/021005.cha,CHI,I not got lots of seats for you.,-1.0,auxiliary,34
8928,Thomas/021005.cha,CAR,oh you've no seats for me?,,,34
8929,Thomas/021005.cha,CHI,no.,,,34
8930,Thomas/021005.cha,CAR,there's no room for Mummy?,,,34
8931,Thomas/021005.cha,CHI,no.,,,34
8932,Thomas/021005.cha,CAR,oh no.,,,34
8933,Thomas/021005.cha,CHI,I up.,-1.0,verb,34
8934,Thomas/021005.cha,CHI,that's my dinner chair.,1.0,,34
8935,Thomas/021005.cha,CHI,I just eated it all up.,-1.0,tense_aspect,34
8936,Thomas/021005.cha,CHI,your chair all up.,-1.0,verb,34
8937,Thomas/021005.cha,CAR,what have you eaten all up?,,,34
8938,Thomas/021005.cha,CHI,your chair all up.,-1.0,verb,34
8939,Thomas/021005.cha,CAR,you've eaten my chair?,,,34
8940,Thomas/021005.cha,CHI,yeah.,,,34
8941,Thomas/021005.cha,CAR,so who are you?,,,34
8942,Thomas/021005.cha,CAR,James?,,,34
8943,Thomas/021005.cha,CAR,or James's driver?,,,34
8944,Thomas/021005.cha,CHI,James's driver.,1.0,,34
8945,Thomas/021005.cha,CHI,that's James.,1.0,,34
8946,Thomas/021005.cha,CAR,oh I see.,,,34
8947,Thomas/021005.cha,CAR,the train is James and you're the driver of the engine called James are you?,,,34
8948,Thomas/021005.cha,CHI,engine driver.,-1.0,determiner,34
8949,Thomas/021005.cha,CHI,uh engine driver brush his my brush his hair.,-1.0,"determiner, sv_agreement",34
8950,Thomas/021005.cha,CAR,oh well I've just brushed your hair because you look a bit windswept as well don't you?,,,34
8951,Thomas/021005.cha,CAR,it was very blowy outside.,,,34
8952,Thomas/021005.cha,CHI,my train man's all strapped up in his train.,1.0,,34
8953,Thomas/021005.cha,CAR,is he?,,,34
8954,Thomas/021005.cha,CAR,the train man's all strapped up in his train is he?,,,34
8955,Thomas/021005.cha,CHI,yeah.,,,34
8956,Thomas/021005.cha,CAR,and are you ready to go?,,,34
8957,Thomas/021005.cha,CHI,no.,,,34
8958,Thomas/021005.cha,CHI,not yet.,1.0,,34
8959,Thomas/021005.cha,CHI,just a minute.,1.0,,34
8960,Thomas/021005.cha,CAR,oops.,,,34
8961,Thomas/021005.cha,CHI,nearly.,,,34
8962,Thomas/021005.cha,CHI,I go now.,-1.0,present_progressive,34
8963,Thomas/021005.cha,CAR,you're going now?,,,34
8964,Thomas/021005.cha,CHI,mhm.,,,34
8965,Thomas/021005.cha,CAR,has the guard blown his whistle?,,,34
8966,Thomas/021005.cha,CHI,yeah.,,,34
8967,Thomas/021005.cha,CAR,what else does he do?,,,34
8968,Thomas/021005.cha,CHI,wave his flannel.,1.0,,34
8969,Thomas/021005.cha,CAR,wave his.,,,34
8970,Thomas/021005.cha,CHI,bye bye!,1.0,,34
8971,Thomas/021005.cha,CAR,not his flannel.,,,34
8972,Thomas/021005.cha,CAR,his flag.,,,34
8973,Thomas/021005.cha,CAR,wave his flag.,,,34
8974,Thomas/021005.cha,CAR,and then does he shout bye bye?,,,34
8975,Thomas/021005.cha,CHI,bye bye.,1.0,,34
8976,Thomas/021005.cha,CAR,oh bye bye.,,,34
8977,Thomas/021005.cha,CHI,choo choo choo.,0.0,,34
8978,Thomas/021005.cha,CAR,you driving off?,,,34
8979,Thomas/021005.cha,CAR,where are you driving to?,,,34
8980,Thomas/021005.cha,CHI,uh uh seaside.,-1.0,determiner,34
8981,Thomas/021005.cha,CAR,the seaside?,,,34
8982,Thomas/021005.cha,CAR,which seaside?,,,34
8983,Thomas/021005.cha,CHI,blue one.,-1.0,determiner,34
8984,Thomas/021005.cha,CAR,the blue one?,,,34
8985,Thomas/021005.cha,CAR,you mean the blue sea?,,,34
8986,Thomas/021005.cha,CHI,yeah.,,,34
8987,Thomas/021005.cha,CAR,going to Blackpool or to Scarborough?,,,34
8988,Thomas/021005.cha,CHI,uh.,,,34
8989,Thomas/021005.cha,CHI,Scarborough.,,,34
8990,Thomas/021005.cha,CAR,Scarborough?,,,34
8991,Thomas/021005.cha,CHI,mhm.,,,34
8992,Thomas/021005.cha,CAR,oh well that's quite a journey from here to Scarborough.,,,34
8993,Thomas/021005.cha,CAR,you might have to pass through York.,,,34
8994,Thomas/021005.cha,CHI,yeah.,,,34
8995,Thomas/021005.cha,CAR,who lives in York?,,,34
